seller,product_count,avg_rate,total_reviews
سرتاب,71,41.014084507042256,502
اوپال اوپتیک,613,40.99836867862969,3735
دکونیک آکوستیک,134,40.985074626865675,335
موس تاپ,54,40.96296296296296,332
گیگیلی شاپ,24,40.916666666666664,88
فابريكا,173,40.90173410404624,396
دیا گالری,77,40.883116883116884,170
رهاوود,39,40.87179487179487,78
فرانا,54,40.851851851851855,68
بافتنی برفی,178,40.80898876404494,1836
شب و روز,30,40.8,130
تحریر برگ,26,40.76923076923077,1364
کالا شاپ ایران,206,40.70873786407767,2357
فروشگاه کازیوه,25,40.64,22
مسیر نو,631,40.63708399366086,1417
آداگسا,29,40.62068965517241,58
خانه و کاشانه,145,40.60689655172414,1352
قندونه,31,40.58064516129032,50
موندیال,134,40.56716417910448,1275
آیتوک شاپ,100,40.52,543
هنر آنتیک,42,40.476190476190474,58
کالا وان,129,40.46511627906977,275
 یاس اندیشه,52,40.42307692307692,126
کتاب اسپادانا,24,40.416666666666664,18
نازنین مارکت,34,40.35294117647059,720
آنیسان,42,40.333333333333336,1937
لوازم جانبی و تحریر باباشی,356,40.264044943820224,4857
دینا یدک,21,40.19047619047619,385
برزین کالا خانگی,25,40.16,87
پرهاد,22,40.09090909090909,44
مرسل,69,40.08695652173913,152
کاکتوس آبی,61,40.032786885245905,68
مهر پاکان,73,40.02739726027397,4859
آشیانه ی سبز,35,40.0,27
پخش کالا رستا,45,40.0,174
رایا افزار,20,40.0,65
ناب ترین,42,40.0,96
مُب استور,90,39.977777777777774,520
ویسپر مارکت,52,39.96153846153846,160
تورک پوشاک,196,39.94897959183673,850
تامین کالای لوتوس,107,39.925233644859816,464
مرسده بیونی,24,39.916666666666664,106
آرمیس بیوتی,646,39.910216718266255,14116
تجارت لوازم تحریر ,39,39.8974358974359,438
نوین اعتماد ایرانیان,50,39.88,334
ایران همتا,189,39.851851851851855,271
نی نی سالن,56,39.82142857142857,195
کتابخانه کوچک ما,20,39.8,1019
پارس چادر,48,39.791666666666664,314
دنیای محصولات جذاب,69,39.768115942028984,530
انتشارات آواز,267,39.767790262172284,2757
تموز,462,39.76623376623377,5178
بازار ارزوها,39,39.69230769230769,272
دیوسل شاپینگ,426,39.68544600938967,1493
بایمارکت,24,39.666666666666664,50
کژال بیوتی,29,39.6551724137931,197
ارکیده شب بو,52,39.61538461538461,3833
کیان گستر مهر,150,39.61333333333334,304
ترک پوش,256,39.609375,2463
فرنا بیوتی,237,39.586497890295355,4116
مادیتا,99,39.57575757575758,421
کتاب کوک,161,39.56521739130435,446
کارگاه فن و هنر,32,39.5625,29
ویونج,50,39.56,106
رویا هوم,81,39.55555555555556,234
کراوات آی آر,527,39.55218216318786,1484
فرسین,40,39.55,190
رودریگز مارکت,44,39.54545454545455,267
آرایشی و بهداشتی نفس اا منطقه آزاد ماکواا,148,39.54054054054054,1879
نیهان سنتر,69,39.53623188405797,2850
هنری زیور بانو,34,39.529411764705884,183
آذرخش مال,177,39.50282485875706,251
نواوران تجارت سبز,50,39.48,479
فری کانتری,239,39.47280334728033,3552
صنایع دستی ترنجستان,99,39.45454545454545,209
هدیه سرا,54,39.44444444444444,329
گالری آبراهام,25,39.44,92
 ماه نقره ای,115,39.391304347826086,879
مهرادان,39,39.38461538461539,121
آنالیا اسکارف,412,39.349514563106794,1538
مارکوبانیک,111,39.2972972972973,3679
ست کالکشن,31,39.225806451612904,60
گالری عطر شقایق,23,39.21739130434783,34
آبا تل,38,39.1578947368421,801
کاماگالری,34,39.11764705882353,397
مجا,74,39.108108108108105,398
بهین ماهور,24,39.083333333333336,68
چرم ایرانا,32,39.0625,34
مارک گلد,177,39.02824858757062,177
پزشکی بهراد طب,57,39.01754385964912,636
باکسیکو,133,39.00751879699248,1370
کیفانی,143,39.00699300699301,767
محبت مارکت,55,38.981818181818184,602
عرشی,129,38.945736434108525,325
ورسا نی نی مارکت,437,38.933638443935926,1314
نامی,31,38.903225806451616,1320
فروارد,20,38.9,20
گالری دالاهو,29,38.89655172413793,62
مایسا شاپ,130,38.89230769230769,228
موسیقی محمود,61,38.885245901639344,339
فلفل نمکی,23,38.869565217391305,21
گالری کودک هوراسا,42,38.857142857142854,57
تایم لند,182,38.824175824175825,338
سالیز دیزاین,68,38.8235294117647,139
آپفل,105,38.8,207
 فروشگاه عرب,53,38.79245283018868,190
خانواده باهوش,66,38.78787878787879,276
من,135,38.785185185185185,3521
انگشت دونه,37,38.75675675675676,58
رایکا نیک,118,38.74576271186441,918
حجره آنلاین اسپند,49,38.734693877551024,1515
تبریز کینگ,456,38.73245614035088,938
تویلی,80,38.725,263
فروشگاه آیدا,132,38.71212121212121,1453
موپیگان,60,38.666666666666664,1867
آیگین نیل,21,38.666666666666664,143
ایرانگرد,302,38.62251655629139,560
ایلیا سهند,23,38.608695652173914,116
مارکت گل رز,67,38.59701492537314,129
پینک لندشاپ,315,38.5015873015873,3322
هراپ,540,38.48518518518519,5911
چرم ادلیا,30,38.46666666666667,33
گالری امیر حافظ,26,38.46153846153846,788
سانتکس,100,38.46,2517
مجیک گلد,1762,38.449489216799094,4583
بازرگانی خوشه چین,87,38.39080459770115,202
 پیدایش,100,38.38,285
دنیای بچه ها,22,38.36363636363637,33
لوکس لیف,116,38.36206896551724,3514
آرینا کالا,65,38.33846153846154,2260
رادکس,327,38.33639143730887,666
برکینگ شاپ,30,38.333333333333336,48
مستر آفر شاپ,331,38.314199395770395,1162
گالری سهی,99,38.303030303030305,160
لباس نفیس,30,38.266666666666666,64
بردیس,700,38.254285714285714,1398
گالری مهدیار,57,38.24561403508772,375
گریبر,25,38.24,19
پرشيا,161,38.2360248447205,917
دیس نایت,38,38.1578947368421,44
استودیو میکاپ ایران,167,38.1437125748503,245
آرونیا تویز,135,38.13333333333333,4429
جم لند,20,38.1,223
الون استور,71,38.056338028169016,108
بیوتی وونت,145,38.0551724137931,170
بازرگانی واقف,70,38.02857142857143,90
سعیدی کفش,144,38.0,1750
سوما اسپرت,83,37.975903614457835,167
آندیا بیوتی,66,37.96969696969697,97
کیوت استار,526,37.961977186311785,1389
بازی های فکری,83,37.9277108433735,115
گالری صبا,147,37.91836734693877,1794
روما هور,22,37.90909090909091,37
نفیس گالری,330,37.903030303030306,921
تک شاپ ایران,79,37.89873417721519,1457
خانه  آشپزخانه,119,37.88235294117647,765
برند استایل,34,37.88235294117647,47
خانه لگو,98,37.87755102040816,310
دانش پژوهان جوان,38,37.8421052631579,237
دینا شاپ,38,37.8421052631579,28
تاچل,43,37.81395348837209,54
جزیره نقره,66,37.78787878787879,119
لوگیج,28,37.785714285714285,45
بازرگانی بیوتی سنتر,167,37.77245508982036,10786
طلای مستجابی,831,37.742478941034896,1856
طنین کالا,237,37.721518987341774,599
تن تاب نرجه,32,37.6875,28
ست لاورز,21,37.61904761904762,39
فروشگاه حصیر سرا,21,37.61904761904762,16
فروشگاه کادویی سیلور,87,37.60919540229885,116
نی نی پاپی شاپ,300,37.56666666666667,4760
گلوریا لند,45,37.55555555555556,1962
سمفونی آبی,58,37.55172413793103,45
چاپ گردو,324,37.54320987654321,593
کیمیاگران فرهنگ پارسه,69,37.53623188405797,1658
ارزان سرای رحیم پور,43,37.53488372093023,155
بازرگانی دومان,111,37.531531531531535,1765
ورزش کده,27,37.48148148148148,161
به تک مارکت,103,37.47572815533981,1888
ژرمن پوشش,82,37.46341463414634,117
گالری لند امیر ,67,37.43283582089552,91
ماسا دیزاین,1047,37.43075453677173,2358
آرکا پخش,242,37.264462809917354,653
کافه جانبی ایران,155,37.251612903225805,136
نی نی پاپی,105,37.21904761904762,1806
موسسه نوین بصیر,58,37.206896551724135,459
وانیا هنر,73,37.205479452054796,303
پارچه سرای شهرک,24,37.166666666666664,49
حراجی ضامن,64,37.15625,163
دستبافت های لیلی,45,37.15555555555556,98
شوینده بهداشتی امیرپارلا,78,37.15384615384615,143
ناواهو,27,37.111111111111114,292
آریان لوکس,155,37.07096774193548,438
گلدن پرشیا,151,37.05960264900662,893
پیشگام فرداد نور,70,37.02857142857143,560
سما استور,146,37.02739726027397,421
مد پوش,51,37.01960784313726,383
گالری هوردیس,70,36.97142857142857,3280
هوم کیچن,52,36.96153846153846,1278
شکیل,102,36.96078431372549,318
فروشگاه سارمد,25,36.96,44
سیاه و سفید بیرجند,160,36.95,109
ددی مارکت,102,36.94117647058823,1180
تنپوش رورو,20,36.9,112
توکالند,49,36.89795918367347,93
عروسک روسی پیشتاز,44,36.86363636363637,114
هوشمند آرشان,21,36.857142857142854,18
اقلیمه,767,36.80052151238592,856
گل آذین استور,29,36.758620689655174,43
زیبارویان روژان,33,36.72727272727273,521
دانش سرا,33,36.72727272727273,44
پورکاوه استور,53,36.716981132075475,88
دکادو,172,36.674418604651166,315
گرین استایل,27,36.666666666666664,25
فروشگاه کوهنوردی کراکس,226,36.663716814159294,923
تجارت صدف,201,36.62686567164179,184
گالری خاطره پردیس,26,36.61538461538461,25
شیرازمهر,36,36.611111111111114,63
 گالری اشرافی,27,36.592592592592595,327
بازرگانی کارنو,92,36.58695652173913,533
استارلند,300,36.56,388
پروشات آرت,36,36.5,66
کیدز فانی تویز,45,36.48888888888889,32
سنگ فرش,82,36.48780487804878,166
آدنو,44,36.45454545454545,94
 محصولات طبیعی اصفهان,166,36.44578313253012,135
پژواک هایپر,246,36.4390243902439,2295
تیتایم,270,36.422222222222224,2841
شیائومی سیتی,20,36.4,1073
چیچک آرت,36,36.388888888888886,208
شاپ خورشید,21,36.38095238095238,14
اکسسوری روژانو ,899,36.367074527252505,6766
فروشگاه کیچن,99,36.36363636363637,1745
جرمن مارکت,369,36.28184281842818,795
پخش کالای آریا,399,36.26065162907268,1027
از خانه,24,36.25,20
لیما مارکت,41,36.24390243902439,81
آرایشی تجسم,29,36.206896551724135,33
جی بی جو,98,36.204081632653065,170
طبیعت کوه,30,36.2,1088
سارزی,79,36.177215189873415,837
ارمغان تجارت سبز,47,36.170212765957444,220
کفش ابتهاج,289,36.15916955017301,718
هکس ایران,653,36.1531393568147,6063
آرایشی و بهداشتی بهاران,117,36.136752136752136,367
نیما شاپینگ مارکت,160,36.125,350
کتاب واحه,216,36.120370370370374,746
دکوری آفتاب ,67,36.11940298507463,567
بدلیجات گلبانو,36,36.111111111111114,692
صنایع دستی بی بی باف,30,36.06666666666667,43
شمع ویهان,321,36.04361370716511,2080
ماهان کادو,30,36.0,39
اوتلت مد,258,35.96124031007752,1056
فسقلی سپید,37,35.945945945945944,48
ریماز گالری,24,35.916666666666664,342
گالری سنتر بیوتی,23,35.91304347826087,137
بوتیک دلیار,61,35.90163934426229,88
دکتر یکتا,79,35.822784810126585,108
بتیسا,69,35.79710144927536,519
نوین تجارت خوزستان,29,35.793103448275865,86
فاطن,34,35.76470588235294,135
بیوتی کده شاپ,227,35.73568281938326,1125
فروشگاه رایکا,374,35.73262032085562,6631
گالری مادروپسر,34,35.705882352941174,233
سوشیانا,20,35.7,133
دکتر جوراب,506,35.6798418972332,1335
گالری هنری تاش,23,35.65217391304348,20
دهکده سبزسلامت,123,35.642276422764226,147
آروها,48,35.625,1586
نابینه,665,35.62406015037594,930
بابک گالری,215,35.609302325581396,204
 کالکشن دندی,100,35.6,550
آدینا بیوتی,149,35.59731543624161,609
راداتحریر,22,35.54545454545455,108
آتم,23,35.47826086956522,21
فرش من و تو کاشان,118,35.47457627118644,288
کمپ اوتلت,45,35.46666666666667,130
محلیجات,58,35.44827586206897,41
آراساند,28,35.42857142857143,110
پخش دنیز,50,35.36,61
کفش حاتمی,24,35.333333333333336,37
هومرو,104,35.32692307692308,121
شنا لند,41,35.31707317073171,98
فروشگاه دلسی و رونکاتو,206,35.271844660194176,384
ریبن مارکت,40,35.25,25
انتشارات بعثت,219,35.23287671232877,321
دل خواست,67,35.19402985074627,258
بازرگانی بچه مرشد,29,35.172413793103445,630
هانی شو,24,35.166666666666664,32
گلد باکس امید,24,35.166666666666664,477
فرش نو,352,35.15909090909091,628
اوکینری ,25,35.12,37
بای تیک,61,35.114754098360656,53
مموشک,99,35.111111111111114,293
 موری,189,35.1005291005291,289
گالری بووم رنگ,20,35.0,7
انتشارات آوینا قلم,34,35.0,54
لوازم التحریر پاپکو,230,34.982608695652175,1951
نیک پوش غرب,671,34.968703427719824,1916
هنر یکتا,21,34.95238095238095,526
ذوزنقه استور,40,34.95,173
رسپینا بیوتی,133,34.91729323308271,409
حراب,58,34.86206896551724,50
فیدار فرتاک ,123,34.84552845528455,149
فروشگاه ساراسا,118,34.813559322033896,289
گالری اونیکس گلد,52,34.80769230769231,127
مدامین,20,34.8,14
فروشگاه بزرگ,20,34.8,419
فروشگاه گلچین,153,34.79738562091503,249
گالری کفش تک اسپرت,43,34.7906976744186,44
بلوط شاپ آنلاین,100,34.74,96
ای میکاپ استور,388,34.7319587628866,1955
مرغوب خرید,23,34.69565217391305,611
کاغذو,32,34.6875,86
توی موی,38,34.68421052631579,172
اُپتیک اِستور,292,34.67123287671233,412
ژله ژورنال ,39,34.666666666666664,125
ارمیا آرت,55,34.654545454545456,85
اینترنتی دنیای کودک,28,34.642857142857146,58
اکسسوری غرب,38,34.63157894736842,62
هرمس جامه,89,34.62921348314607,133
همراه ماندگار,36,34.611111111111114,29
لوازم ورزشی جزیره کالا,23,34.608695652173914,59
ارسس صنعت,102,34.568627450980394,2619
موبیکا,33,34.54545454545455,16
اس اس وی مرکزی ,411,34.50121654501216,4062
بهشاد تویز,44,34.5,64
چرم لوکا,39,34.46153846153846,160
آریا مهر,306,34.450980392156865,522
روپاک تجارت,23,34.43478260869565,55
بانووک,155,34.42580645161291,156
سنگ پارسیان,79,34.379746835443036,127
بازار ارکیده,51,34.31372549019608,66
لوکس دیانا,114,34.29824561403509,1849
افروز استور,74,34.270270270270274,107
زرسام,128,34.25,94
بازرگانی نائیجی,279,34.24372759856631,1789
مندو,69,34.231884057971016,69
کارالند,69,34.20289855072464,95
گروه بازرگانی کینا,82,34.19512195121951,845
آژند تجارت,21,34.19047619047619,44
دانژه بوک,123,34.17886178861789,574
فروشگاه جوپار,591,34.135363790186126,3908
گالری آرایشی پاریس,37,34.108108108108105,97
کالی پا,297,34.08754208754209,1932
فروشگاه پامکا,69,34.08695652173913,56
وان توی,78,34.07692307692308,1204
هنر افق تهران,203,34.039408866995075,3063
پزشکی نبض,27,34.0,136
فروشگاه پاکدامن,40,34.0,74
محمود زاده,57,33.96491228070175,67
گالری اپیکور ,47,33.95744680851064,355
زیتازی,1110,33.935135135135134,3995
کلسیمیسی,140,33.92857142857143,285
امیرست,25,33.92,72
سنسیو,94,33.91489361702128,611
ورلد لیزر,32,33.875,29
کپلی,80,33.85,137
سیلا مد,26,33.84615384615385,29
آکریلیک,150,33.84,248
 پخش سرخابی,33,33.81818181818182,27
چیزمیز,313,33.70607028753994,441
ماهور ملودی,47,33.702127659574465,49
دکتر موزیکال,20,33.7,229
مهتایار پوش,53,33.698113207547166,44
 گالری رزگلد,564,33.687943262411345,3083
تولیدی فاین اند فیت,305,33.68524590163934,576
 پیشگام هنر,94,33.680851063829785,115
فرش راوی,22,33.63636363636363,55
مدینو استایل,252,33.63492063492063,401
نیهال کلودز,20,33.6,29
کیان بیوتی,338,33.55621301775148,761
هنرسرای حلما,91,33.494505494505496,139
پوشاک لانا,54,33.48148148148148,129
چرم ما,992,33.475806451612904,14692
دنیای برچسب,83,33.44578313253012,1362
خاتون استور,1144,33.42482517482517,1788
واریانا,31,33.354838709677416,206
کفش مسعود تبریز,151,33.35099337748344,169
تیهو گالری,293,33.33788395904437,2943
چاربیت,47,33.276595744680854,143
گالری دیان,33,33.27272727272727,98
فروشگاه بزرگ پاسارگاد ,76,33.23684210526316,133
عروسک روسی حلما,20,33.2,166
افسون شاپ,47,33.191489361702125,30
آرایشی بهداشتی بلوبری,192,33.1875,561
بازرگانی پارسین,39,33.17948717948718,179
دی جی مود,110,33.163636363636364,6579
لیدی برند,119,33.142857142857146,133
نیوایران بالانس,76,33.13157894736842,68
بی ام زون,25,33.12,136
بازرگانی جهانگرد,20,33.1,40
سوال,25,33.04,20
دایمون شاپ,29,33.03448275862069,2048
خیام بوک,157,32.955414012738856,2185
جرجیا اسپرت,21,32.95238095238095,71
مونو تیم,405,32.89876543209876,563
فروشگاه ایران کیدز ,207,32.89855072463768,418
تاپ شو,85,32.89411764705882,302
کفش اندیشه,53,32.867924528301884,55
ماه فام,142,32.83098591549296,694
باراد زر,1057,32.82876064333018,6777
بردیا مارکت,29,32.827586206896555,22
آرایشی و بهداشتی پریا,76,32.81578947368421,56
پاورتولز,57,32.80701754385965,545
شین کاف,253,32.758893280632414,3642
گروه هنری لیلیان,58,32.758620689655174,30
راستاد مارکت,79,32.734177215189874,671
خانه سفيد,22,32.72727272727273,27
نسیم طبیعت کاشان,77,32.701298701298704,209
عرصه البرز,149,32.671140939597315,472
زامیاد,863,32.60950173812283,11807
پریچهر گالری,106,32.528301886792455,255
دناپارس,20,32.5,8
کره بادامزمینی مسعود,42,32.476190476190474,108
هالو بیوتی,164,32.47560975609756,3042
آیرانرکو,24,32.416666666666664,61
سی لگ,44,32.40909090909091,21
ارایشی بلا,429,32.38228438228438,2888
سرو مزون,21,32.38095238095238,47
فرازتن پوش پوشاک ,89,32.359550561797754,58
فروشگاه یاقوت کویر,42,32.333333333333336,141
کارترزلند,480,32.3125,619
البرزکده,136,32.26470588235294,1264
می ما ,48,32.25,29
ژوپی استور,153,32.22222222222222,157
اکسسوری روژان,180,32.21111111111111,897
  دریم کالا,32,32.1875,626
مرکز پخش مدلینگ,195,32.174358974358974,6786
یارا کالکشن,36,32.166666666666664,40
ریسه گالری,528,32.14772727272727,989
برمن,87,32.13793103448276,141
نی نی دوست,30,32.13333333333333,490
کلمبیا استور,56,32.107142857142854,44
پینک کیدز,200,32.08,160
خانه فرهنگ پرنیان,25,32.08,29
کتاب پزشکی حیدری,352,31.96590909090909,520
لاوندر شاپ,72,31.944444444444443,79
پیکسل میکسل,127,31.937007874015748,155
دیجیسل,140,31.9,341
ژوفا,80,31.9,784
استایلوکس,31,31.870967741935484,102
کیدزبیبی,226,31.831858407079647,975
هوم کالای ایرانیان,20,31.8,136
 لیو,163,31.791411042944784,309
جاویدان تندیس,367,31.749318801089917,973
کاردانو,474,31.746835443037973,4118
تکنولوژی آموزشی فکور,51,31.725490196078432,70
توسعه هوشمند رستا,21,31.714285714285715,958
بانوان شیک پوش,39,31.692307692307693,14513
مونومونو,285,31.691228070175438,341
آرتان مارکت,80,31.675,177
اریا اتیل,197,31.66497461928934,525
بیکینگ,22,31.636363636363637,16
فروشگاه جواهر,350,31.56,423
جهان ارا,20,31.5,10
هاریکا کالا,70,31.485714285714284,586
گروه بازرگانی عسگری,81,31.48148148148148,173
کالای پزشکی احسان,23,31.47826086956522,66
مهران واچ,41,31.463414634146343,148
مایا ماهک,2580,31.446511627906975,7082
سامر,987,31.442755825734547,3978
جامیران,86,31.441860465116278,153
استار اسپرت تهران,64,31.4375,222
استار کمپ,331,31.43202416918429,923
مکاشف,76,31.42105263157895,122
گالری لطفی,24,31.416666666666668,2013
حری را ,46,31.391304347826086,51
بازرگانی  معتمد,23,31.391304347826086,577
اسپیتامن,59,31.389830508474578,62
کردار نیک,339,31.36873156342183,304
لیمو استور,123,31.365853658536587,120
ماسک نو,144,31.333333333333332,193
مونو استایلو,196,31.3265306122449,160
موکا شاپ,64,31.3125,832
هانیه و حنانه,289,31.30795847750865,820
مامی سپیتا,20,31.3,51
پاتن جامه,525,31.28,400
سایزبزرگ استانبول,101,31.26732673267327,216
دست سازه نیلگون,21,31.238095238095237,13
شایلی مد نو,118,31.23728813559322,80
بای کالا,73,31.232876712328768,475
ایران پارسا,79,31.21518987341772,208
کارین استایل,56,31.214285714285715,70
راستین,113,31.1858407079646,164
گروه تجاری نوین جامه,92,31.17391304347826,277
دوست خوب,264,31.15909090909091,330
فروشگاه نگارانه,49,31.142857142857142,504
بازرگانی لاجوردی,21,31.142857142857142,12
صنایع دستی ال ایشلری آذربایجان,23,31.130434782608695,91
فروشگاه داریوش مارکت,41,31.121951219512194,1187
نامیرا,27,31.11111111111111,42
پخش چکاوک,58,31.103448275862068,217
روزنامه دیواری,20,31.1,63
کوکی وان,158,31.088607594936708,192
بازرگانی ملورین,1402,31.082738944365193,6532
ققنوس زرین,64,31.0625,118
 اسپرت شاپ,81,31.061728395061728,86
شایلیین گالری,27,31.037037037037038,220
پویان اسپرت,122,31.0327868852459,1214
تجارتکده البرز,286,31.027972027972027,3948
فروشگاه لایتینو,37,31.027027027027028,138
 تولیدی کفش زیتون,95,31.010526315789473,62
رزگلد شادراج آرونیکا,107,31.009345794392523,2004
اورج سنتر,22,31.0,101
اسکایلر,157,30.955414012738853,353
مرکوری شاپ,45,30.933333333333334,63
لاچو و باراج من,247,30.850202429149796,300
تهران اسپورت,650,30.821538461538463,1233
عطف گالری,180,30.788888888888888,207
 تایسیز,28,30.785714285714285,32
کادوپیچک,220,30.754545454545454,1148
سعید اینتکس,43,30.74418604651163,379
اسکای اسپرت,33,30.727272727272727,24
اکسسوری الارز,59,30.71186440677966,42
آریا کالا امین,54,30.703703703703702,40
روجامد,95,30.694736842105264,131
دانی شاپ,24,30.666666666666668,13
گالری هستی,88,30.65909090909091,168
پارمیس و پرنیان,25,30.64,31
فروشگاه مهر,30,30.6,304
آراسته,51,30.58823529411765,400
پامامد,101,30.574257425742573,64
پدیده نقش استور,141,30.52482269503546,515
فروشگاه آریا نیک,395,30.50126582278481,2314
اسباب بازی تارا,29,30.482758620689655,28
ماناکو,25,30.48,33
گالری کیف تالی,34,30.470588235294116,65
گیم کلوپ,28,30.428571428571427,575
فروشگاه افق تهران,24,30.416666666666668,768
بارلینا شاپ,169,30.402366863905325,261
اکسسوری بارلی,54,30.37037037037037,78
پخش ترک,107,30.35514018691589,94
گالری هنری رز آبی,24,30.333333333333332,16
گیتاتک,124,30.322580645161292,943
فروشگاه نیک,91,30.307692307692307,59
جرمن کالا,164,30.26829268292683,196
بازار کیف,420,30.247619047619047,931
تیکو گالری,100,30.24,112
گالری محمد پارسا,109,30.238532110091743,712
پالادیوم مارکت,147,30.231292517006803,222
دلربا,567,30.19047619047619,17016
چاپتینو,945,30.18835978835979,1997
نیک ثمر,75,30.186666666666667,124
دنیای زیبایی ساناز,124,30.177419354838708,213
توی استور تهران,23,30.17391304347826,819
طاها سنتر,42,30.142857142857142,129
خرازی خوش ذوق,31,30.129032258064516,38
داریون دیزاین,313,30.10223642172524,441
طب چرم,22,30.09090909090909,55
فیگورشاپ,291,30.054982817869416,197
دکورخونه,40,30.05,37
آرا تن,131,30.045801526717558,282
تالین کالا,282,30.01418439716312,400
آذاردو,49,30.0,49
آلاماس,36,30.0,772
اس وی اس,33,30.0,46
نادریان,48,30.0,1381
پاکپل,25,30.0,72
سراب من,64,29.96875,145
آنیساکالا,29,29.93103448275862,31
همانام,23,29.91304347826087,132
ای زد شاپینو,22,29.90909090909091,26
کالاآباد,21,29.904761904761905,147
شایناگلد,145,29.90344827586207,161
گالری ملک زاده,96,29.895833333333332,138
ایران ملودیک,85,29.83529411764706,2331
چوبینه هفت دریا,35,29.82857142857143,28
جهیزیه شیک,29,29.79310344827586,18
جیب,72,29.77777777777778,642
ماه شاپین,121,29.75206611570248,580
سیوارو شاپ,23,29.73913043478261,20
بیگ وال,27,29.703703703703702,365
زرین  پوش,313,29.654952076677315,302
خانه مد شیوانا,34,29.647058823529413,20
گالری نوین,27,29.62962962962963,14
رابین هود,833,29.596638655462186,1239
فروشگاه شما,29,29.517241379310345,20
توکاسنتر,98,29.510204081632654,283
حورا شاپ,248,29.508064516129032,196
ماگت بازار,36,29.5,33
آیکیا تاج,135,29.496296296296297,118
آریوشاپ,89,29.48314606741573,204
آوای نور,427,29.475409836065573,570
نوین کالا,11341,29.454369103253683,60075
پخش نصف جهان,29,29.448275862068964,20
نیا پلاس,138,29.434782608695652,192
انتشارات گلبرگ,116,29.413793103448278,150
چاپ لند,30,29.4,449
تحریر ماهان,102,29.333333333333332,241
فیوچر,78,29.333333333333332,129
دالاوان,253,29.320158102766797,186
اکسسوری پوشاک ملودی,667,29.313343328335833,727
به دوست,161,29.304347826086957,94
مهیاس بوتیک,138,29.28985507246377,163
گالری سامیا,41,29.26829268292683,1187
ممتاز شاپ,49,29.26530612244898,23
بوکلا,27,29.25925925925926,104
ارت,39,29.23076923076923,70
دنیای لباس مهراد,31,29.225806451612904,21
خوشمزه های خانگی جاجا,46,29.217391304347824,48
آرمیتاژ استور,33,29.21212121212121,38
فروشگاه ایده ال,22,29.181818181818183,82
بافت رنگین,22,29.09090909090909,28
زیورآلات درخشان,28,29.071428571428573,92
آریا راگز,174,29.04597701149425,286
نیدو,43,29.023255813953487,448
موسیقی فرد,56,29.0,85
بنیتا استور,118,28.983050847457626,138
 گالری رحمانی,33,28.96969696969697,18
چرم یلسان,271,28.878228782287824,882
سوفی اکسسوری,48,28.875,89
نشر زرین اندیشمند,252,28.865079365079364,256
عاکفی استور,40,28.85,51
تای گر,85,28.847058823529412,62
یوتی شاپ,136,28.823529411764707,136
سوپرماکت,27,28.814814814814813,15
انتشارات امید سخن,55,28.8,74
بیتامد,161,28.795031055900623,415
بافت رنگینک,23,28.782608695652176,19
ساز موسیقی,159,28.77987421383648,234
سینا خواب,212,28.754716981132077,1185
یوتادو,54,28.74074074074074,260
دانشگاهی فرهمند,276,28.71014492753623,388
عمده بازار تهران,1003,28.67198404785643,11649
میک رویال,140,28.65714285714286,727
چوب کو,97,28.63917525773196,119
کومو,55,28.581818181818182,47
خشکبارآروند,167,28.5748502994012,434
مورنینگ مارکت,35,28.571428571428573,64
طمطراق,257,28.56809338521401,362
سرزمین عجایب آریا,53,28.566037735849058,55
پارلاکرفت,89,28.56179775280899,71
آروین بیوتی,130,28.553846153846155,368
اورانوس پخش,188,28.53191489361702,870
ورزشی مایکت,80,28.525,93
برترکالا,149,28.523489932885905,286
ماوی کوش,23,28.52173913043478,17
بوتیک مونالیزا,20,28.5,12
عالیسا,289,28.491349480968857,276
کفش پالیز,29,28.482758620689655,30
کاتالونی,83,28.481927710843372,280
دل نیا گالری,40,28.45,44
رسا کمپ,91,28.417582417582416,202
نشر پازینه,147,28.38095238095238,81
فرش فستیوال,22,28.363636363636363,14
فلوراکالا,333,28.354354354354353,6121
پخش چرم سون,53,28.339622641509433,94
رزین نوین,24,28.333333333333332,576
فرش يزدان,31,28.322580645161292,72
لاچینی,157,28.24203821656051,714
فروشگاه اومیروس,43,28.232558139534884,22
آبا فن آوران,36,28.22222222222222,25
اوراش تویز,93,28.193548387096776,157
آلور استور,24,28.166666666666668,201
وگاس استور,29,28.137931034482758,16
آقای لیف,105,28.076190476190476,266
آرایشی پوپر,538,28.074349442379184,1801
تن سا,203,28.059113300492612,134
کیف من,98,28.020408163265305,248
تاپ شاپ کیدز,45,28.0,19
آسان پوش پدیده,28,28.0,31
هنرکده تاووس,57,27.964912280701753,155
گالری نصف جهان,281,27.95729537366548,162
پینک گارد,44,27.954545454545453,62
ژولی,739,27.948579161028416,1029
رایحه پارسیان,87,27.908045977011493,661
عینک ساینا,45,27.866666666666667,1400
پخش بهین گستر روشا,113,27.858407079646017,437
فروشگاه چهارطاق,38,27.842105263157894,38
زاشادو,33,27.818181818181817,46
کفش شهرام طب,20,27.8,42
وینیکا شاپ,26,27.76923076923077,50
نلیسا استور,34,27.764705882352942,32
روتاک,94,27.74468085106383,768
پخش کالای مرکزی,149,27.731543624161073,3037
فروشگاه کافی,231,27.705627705627705,1972
ریش تراش مدرن,87,27.701149425287355,150
پرشیا استار مد,86,27.697674418604652,108
فراهان گالری,25,27.68,21
اسنیپ,49,27.6734693877551,125
نیل کوک شاپ,38,27.63157894736842,97
