seller,product_count,avg_rate,total_reviews
شرکت مد و پوشاک توتم,22,59.72727272727273,185
بابی گالری,29,59.724137931034484,2182
ثمن کالا,34,59.705882352941174,395
پاندا گیمز,40,59.7,1031
کیانا بوتیک,50,59.68,1597
بازرگانی فاکس,28,59.642857142857146,148
خانم و آقای مداد,304,59.63157894736842,3701
فانتازیو پلاس,132,59.60606060606061,775
 شاپ حاتم,227,59.60352422907489,1112
بوفه کتاب,25,59.6,69
پیتایا,145,59.6,4325
رقابت,116,59.56896551724138,1181
هوم اپلاینس,21,59.523809523809526,98
کفش کهکشان ,25,59.52,1866
پزشکی هدف درمان,20,59.5,227
اهورا مهر شایان,55,59.49090909090909,2416
سحرمدیکال,35,59.48571428571429,769
جوگو,27,59.48148148148148,673
لیته,71,59.46478873239437,405
چرم سيال پاسارگاد,66,59.45454545454545,997
نهال دونه,36,59.44444444444444,1168
بامداد سلامت,60,59.43333333333333,3175
بنسر,105,59.40952380952381,18541
دیوارکوب جذاب من,89,59.39325842696629,494
آداناکالا,46,59.391304347826086,672
استریو تومبا,2841,59.385427666314676,19718
پخش آرایشی بیوتی,133,59.32330827067669,575
پوشاک گل آرا,249,59.31726907630522,7028
گالیله کوچولو,38,59.31578947368421,480
اوسر,29,59.310344827586206,311
مدنگار,34,59.294117647058826,282
ویولا رز,282,59.290780141843975,3895
تولیدی ستارگان,60,59.266666666666666,2220
موسیقی درویشخان,43,59.25581395348837,588
فروشگاه خواجو,90,59.24444444444445,536
طراحی ستا ره,62,59.225806451612904,359
جواهران,120,59.21666666666667,6165
گالری نیمرخ,940,59.2,19525
آوا تویز,27,59.18518518518518,1300
لورنس,44,59.18181818181818,3340
امیر نشان,78,59.17948717948718,1016
پازل کیان,77,59.142857142857146,2410
تجهیزات پزشکی کیمیا,44,59.13636363636363,187
گالری علی بابا,884,59.11085972850679,18363
اکسسوری ماهرخ,122,59.09836065573771,2795
استار لاکچری,22,59.09090909090909,213
بلوط لدر,28,59.07142857142857,330
گیتاشناسی نوین,50,59.04,822
 آرتام,27,59.03703703703704,803
اترک شاپ,28,59.0,1404
رها اسپرت,229,58.96069868995633,4151
رخ پرداز,102,58.94117647058823,1838
جنتلمن گالری,43,58.93023255813954,2097
کفش رشد,70,58.91428571428571,943
آرما,35,58.91428571428571,244
شیدا تحریر,32,58.875,906
اطلس پخش,38,58.8421052631579,701
نایس بیبی شاپ,29,58.827586206896555,157
آهودیا,264,58.81060606060606,11290
دیسک چوبی شازده,51,58.78431372549019,744
جیمی شاپ,686,58.737609329446066,14545
هانامد,22,58.72727272727273,261
طبیعت مارکت مرکزی,79,58.70886075949367,1568
آراد سنتر,99,58.707070707070706,2151
ایران گستر تهران,26,58.69230769230769,672
خط هنر,74,58.67567567567568,2558
پخش پرسپولیس,137,58.67153284671533,4460
پخش ایرسا,56,58.642857142857146,1807
فخرهنر,29,58.62068965517241,54
اسنو,848,58.60849056603774,38751
چرم صادراتی تبریز,72,58.583333333333336,227
سیحون بوتیا,39,58.56410256410256,217
حجاب فاطمی,86,58.55813953488372,1695
چوب ارا,28,58.5,718
مکعب مارکت,33,58.484848484848484,73
بارلی استور,58,58.48275862068966,794
دسار,22,58.45454545454545,446
لوکس تحریر مهدی,295,58.433898305084746,22786
پیشتاز سلامت,732,58.41256830601093,73193
سپنتاافزار,62,58.354838709677416,370
دیمو بگ,54,58.333333333333336,1250
شهر صندل هفت گام,30,58.333333333333336,226
احساس برتر,24,58.333333333333336,462
بازرگانی مدرسی,118,58.30508474576271,6312
پژواک زندگی,21,58.285714285714285,81
بالمی لایف,232,58.25,1689
فروشگاه آدنیس,25,58.24,500
قصر ماه آرا,72,58.19444444444444,5340
شمع و قلم,62,58.193548387096776,2452
رویای نارنجی,62,58.193548387096776,554
چاچامیک چایلد,32,58.1875,247
هستا,34,58.1764705882353,970
کتابهای فیل و فنجون,156,58.166666666666664,3260
خانه هیجان,87,58.160919540229884,3797
کیاکتی,231,58.15584415584416,4462
ناب ترین کیفیت,57,58.14035087719298,666
گروه هنری سارنگ,64,58.125,1232
بازرگانی کارنا,40,58.1,168
تجهیزات دانیال روژ,20,58.1,112
آی تک فهیمی,20,58.1,475
 سایه آرت,74,58.08108108108108,322
بازرگانی اریکا,142,58.070422535211264,15065
هایپر برند,106,58.0,1402
باپاری,272,57.93382352941177,6242
دنیای سرگرمیهای کمیاب,542,57.904059040590404,12292
انتشارات کاردستی,266,57.902255639097746,2588
واستین,75,57.89333333333333,3105
مد و پوشاک رحیمی,33,57.878787878787875,341
ارایشی آرمان,33,57.878787878787875,249
نوین تل,44,57.86363636363637,2177
فروشگاه دنیای بازی,179,57.85474860335196,3968
زردیس,332,57.8433734939759,4405
روجا تجارت,108,57.833333333333336,6031
بازرگانی شانو,205,57.82439024390244,10724
دهکده صورتی,21,57.80952380952381,149
رویای آرمانی,175,57.794285714285714,1717
کارنیکا مارکت,473,57.76744186046512,6599
وی لوکس,64,57.75,750
ایوان بوک,321,57.74454828660436,13972
سپیمو,93,57.69892473118279,1266
پرستیژ ایران,37,57.67567567567568,469
گالری لیا,115,57.6695652173913,1410
گالری آونگ,120,57.666666666666664,672
درماکده ایران,93,57.634408602150536,10564
نایلون سبز,25,57.6,3674
درخشش رنگ,25,57.6,85
تهران استور,80,57.55,4702
آذرآنتیک,83,57.54216867469879,528
اریاپیرکس,72,57.52777777777778,2276
شات پلاس,97,57.52577319587629,1447
آوای مکتوب,33,57.515151515151516,790
باریزان,40,57.5,467
گلاور,23,57.47826086956522,43
چی چاپ,590,57.47796610169492,3078
تولیدی نامی بامی,52,57.46153846153846,275
صدف بوک,125,57.456,12768
ارزان سرای خورشید,110,57.45454545454545,5098
عمده خرده,69,57.44927536231884,5573
یا سماع ,453,57.44812362030905,10435
کتاب برنا,187,57.44385026737968,920
برنس,109,57.43119266055046,282
کالا پخش ایرانیان,241,57.41908713692946,13891
جنگل رز,58,57.41379310344828,263
نمدطب,34,57.411764705882355,96
طب سما,87,57.40229885057471,2670
تجهیزات پزشکی ونوس,30,57.4,5661
اهورامهر,25,57.36,638
شاهین نوین,81,57.358024691358025,1048
دربی اسپرت,31,57.354838709677416,584
پخش هزاردستان,54,57.333333333333336,476
ساریناگل,109,57.321100917431195,254
نرم افزاری نوین,119,57.3109243697479,4230
نیکو,20,57.3,81
گالری آمریا,195,57.282051282051285,3558
بیگای استودیو,51,57.254901960784316,3168
برترشاپ,24,57.25,44
ایران رهام,141,57.248226950354606,18002
روبویونیک شاپ,53,57.20754716981132,2051
آرایشی و بهداشتی جزیره یک,25,57.2,339
بوهوبابا,85,57.1764705882353,207
فروشگاه بزرگ البرز,68,57.1764705882353,5219
روزن بوک,117,57.14529914529915,936
گالری سل آواز,56,57.107142857142854,814
آفتاب درخشان خاورمیانه,20,57.1,9534
فایننس,139,57.093525179856115,8423
امپرسیون,88,57.09090909090909,2841
شهرگیفت,40,57.05,1952
سیسمونی نینی کوچولو,77,57.03896103896104,441
تولید و پخش ایران زمین,178,56.95505617977528,1529
پارسا السا,65,56.95384615384615,3829
چهرازی استور,107,56.953271028037385,1035
آلیزارین,148,56.945945945945944,3298
مشکات لند,187,56.898395721925134,2196
گنجینه دانش,65,56.86153846153846,319
گالری پوشاک مرکزی,137,56.86131386861314,10095
چرم رادیس,144,56.861111111111114,1739
دایان تجارت نوین,31,56.83870967741935,237
گالری رویال کلاسیک,53,56.83018867924528,118
فراز پایتخت,315,56.8063492063492,5712
ارتباط برتر هیمو,35,56.8,137
گالری شهر ما,56,56.785714285714285,1872
کتاب طلایه,97,56.74226804123711,552
استاویتا,198,56.73737373737374,2415
رویال ویژن,33,56.72727272727273,705
شهر بانو,65,56.707692307692305,1018
آوا تجارت,23,56.69565217391305,109
انتشارات حک,23,56.69565217391305,36
ماگدا,33,56.666666666666664,5349
پخش پارسان,94,56.659574468085104,3167
پویان,1332,56.64264264264264,15854
خانه کیف,176,56.63636363636363,8205
فروشگاه بورگاندی,65,56.61538461538461,809
گول چیچک,36,56.611111111111114,105
مون لایت بیوتی,76,56.60526315789474,639
ژینوس بیوتی,126,56.6031746031746,387
بازرگانی روز ایران,49,56.53061224489796,411
نمایشگاه کتاب,395,56.470886075949366,2267
فروشگاه کتاب مان,218,56.46788990825688,1647
رنگ سرخ,43,56.46511627906977,153
آنا ائل,88,56.45454545454545,669
نوین هدف,54,56.44444444444444,1884
معرض اخوان ,27,56.44444444444444,172
شاپ بوم,23,56.43478260869565,113
شرکت عطرآگین,112,56.42857142857143,2051
النام,80,56.4,3946
سرایش,44,56.36363636363637,454
انوش گالری,34,56.35294117647059,837
بارااستور,47,56.340425531914896,3443
بازرگانی رادمنش,47,56.340425531914896,1179
 پرشین لند,33,56.303030303030305,773
لوح هنر,91,56.285714285714285,715
ملل مارکت,93,56.27956989247312,302
کتابهای نردبان,157,56.267515923566876,789
چرم آرا,307,56.20195439739414,10445
کندا چرم,26,56.15384615384615,113
کوه کالا,73,56.136986301369866,1512
مفتح,34,56.11764705882353,1104
کالای هوم تک,21,56.095238095238095,815
انتشارات پیام مهرعدالت,675,56.09185185185185,3870
پیشگامان به شم آرا,93,56.064516129032256,393
فروشگاه شاپرک,32,56.0625,144
کاویس,32,56.0625,476
ارایشی شهرزاد,1139,56.02985074626866,52082
ماسن تویز,82,56.02439024390244,5764
ماهلین آرا,37,56.0,1608
پت نام,22,56.0,675
کتابسرای دانشمند,1132,55.98409893992933,9218
دکوراسیون داخلی رویال,20,55.9,253
پوشیکا شاپ,132,55.878787878787875,1461
پاراکورد,59,55.86440677966102,706
باکس تویز,50,55.84,3581
بازرگانی انیس,85,55.83529411764706,1006
نوشکام,84,55.833333333333336,655
ام جی اسپرت فیتنس,32,55.8125,528
آیریا استور,21,55.80952380952381,1183
ولوت ریپابلیک,105,55.79047619047619,431
تلماه,63,55.77777777777778,334
فروشگاه طنزدونی,52,55.76923076923077,2652
بانومد,33,55.75757575757576,1751
اولسون,45,55.733333333333334,461
پوشاک مدی,28,55.714285714285715,146
حکمت,212,55.698113207547166,566
شهر سنگ,58,55.689655172413794,204
کرون شاپ,51,55.68627450980392,1640
شهر شیک,113,55.64601769911504,1703
بازرگانی طیبی,24,55.583333333333336,689
باساز,23,55.56521739130435,432
به چاشنی فلاح,142,55.563380281690144,815
پخش ولیعصر,430,55.51162790697674,7905
انگلیش تودی,102,55.509803921568626,901
میرزاخانیان آنی تک,24,55.5,216
محصولات پاک فیروزه,71,55.49295774647887,314
پارسیان بی همتا,43,55.48837209302326,555
سلامت ساز راد,155,55.483870967741936,6854
بهداشت گستران,105,55.46666666666667,571
ماوراء,212,55.4622641509434,1085
نسل نورانی,54,55.44444444444444,1503
نینی,61,55.40983606557377,1801
فروشگاه سواری,20,55.4,232
دنیای پارچه,133,55.38345864661654,1087
میترا کانا,32,55.375,826
بازرگانی بهران,119,55.36134453781513,8321
توسعه و تجارت بهاری,362,55.353591160220994,12850
 فروشگاه ایران,124,55.33870967741935,16709
بازرگانی دیبا تک,275,55.30909090909091,9313
آموزش فنی و حرفه ای مزرعه زرین,1220,55.308196721311475,6695
خلیج,98,55.30612244897959,731
بازرگانی مجنتا,756,55.283068783068785,5560
شادینو,152,55.276315789473685,2687
چمدان سنتر,58,55.275862068965516,360
نگین پایتخت ایران زمین,126,55.26984126984127,2074
فروشگاه روژان,88,55.25,514
انتشارات آریونا,1558,55.24518613607189,9941
پخش معاصر,523,55.219885277246654,2994
تولید و پخش امیران ,89,55.21348314606742,913
شرکت فرش نگین بوم کاشان,65,55.2,245
ست پوشاک,205,55.1609756097561,4559
ام استور,24,55.083333333333336,236
سپنتا نوین فرداد,91,55.07692307692308,558
مهندسیکا,28,55.07142857142857,92
امپایر مارکت,23,55.04347826086956,291
کیوکمپ,25,55.04,640
ندای جاویدان,66,55.0,1734
شهر فرشتگان,798,54.99248120300752,19583
دیجی‌کالا,8597,54.98639060137257,1586353
میرهانا,23,54.95652173913044,149
بگونیا,30,54.93333333333333,631
 پوزیترون,520,54.92307692307692,3197
اینکالا,71,54.901408450704224,1125
حانیکالا,56,54.892857142857146,328
کیدتویز,48,54.875,263
فکر سالم,219,54.8675799086758,8492
بیاکوه,97,54.865979381443296,756
فروشگاه نورینه,66,54.84848484848485,209
کاریزما بیوتی,84,54.833333333333336,927
 یارا,20,54.8,99
بازارکده شماره سوم,91,54.79120879120879,2497
آویژه صنعت,97,54.78350515463917,2440
فروشگاه خضرایی,172,54.77906976744186,1850
لنویت,112,54.767857142857146,809
ماموتی,62,54.74193548387097,422
گندم تجارت,56,54.67857142857143,3278
توربان رویا,92,54.67391304347826,1984
فرمیک,30,54.666666666666664,686
لند اسپرت,21,54.666666666666664,1692
فایر فلای,23,54.608695652173914,1591
فروشگاه سایلین,27,54.592592592592595,631
آرم پوش,51,54.588235294117645,1667
راشن استور,24,54.583333333333336,208
دیدی تویز,63,54.57142857142857,1264
تولیدی بانگیز,79,54.53164556962025,621
شهر تحریر بهار,42,54.523809523809526,580
ویرا لایف,54,54.51851851851852,270
هایپر آنا,102,54.470588235294116,780
چرم نگار,69,54.46376811594203,208
بازرگانی حرم,52,54.46153846153846,985
آغاز کتاب,236,54.44915254237288,1298
تولیدی خوش استایل,61,54.42622950819672,2228
مزون گوهر,34,54.411764705882355,360
رنگ دونه,99,54.38383838383838,4521
مدرن پرشیا,300,54.38,3529
تخفیف لند رام,63,54.34920634920635,491
فروشگاه شهر خورشید,25,54.32,6690
جوهری تحریر,21,54.285714285714285,909
مسترهت,131,54.274809160305345,10604
ترمه سرای شاخه ی طوبی,54,54.25925925925926,250
مایلر,323,54.247678018575854,5951
شهر کفش,560,54.246428571428574,19785
گالری پیلوته,208,54.24038461538461,7191
بهین مدیا,26,54.23076923076923,137
طب گستر آتیه,53,54.22641509433962,1023
گالری بازی,27,54.22222222222222,153
پونیا استور,100,54.22,977
ترواگالری,20,54.2,72
ایده ناب,90,54.2,1066
آرایشی سفید برفی,81,54.19753086419753,2143
نیک اسپریت,22,54.18181818181818,468
پویاگستر,44,54.18181818181818,321
شرکت محور پاسارگاد ماشین,34,54.1764705882353,281
پخش رامین,36,54.166666666666664,125
آلیانس,149,54.13422818791946,673
آریوان,158,54.10126582278481,2012
شین میم,20,54.1,92
مهر مهدی,44,54.09090909090909,505
کالای برتر ایلیا ,23,54.08695652173913,3588
مداد آبی,1737,54.086355785837654,10475
آنست,29,54.06896551724138,56
آبرا,77,54.05194805194805,431
یورپرینت,1151,54.04865334491746,21390
گالری آرمیدخت,81,54.02469135802469,633
داروخانه آپویت,59,54.0,1289
شهر مداد,132,53.984848484848484,4225
ماییلدا,1857,53.97522886375875,27461
اشراقی,59,53.96610169491525,192
سلامتی و زیبایی اس پی کی,25,53.92,334
مشهد کیت,122,53.91803278688525,2540
اول سلامت,21,53.904761904761905,432
وزوان,35,53.885714285714286,159
پینکو کالا ,218,53.88073394495413,14527
من و کتاب,149,53.87919463087248,2548
یوفو,47,53.87234042553192,112
لباس زیر مروا,43,53.86046511627907,629
بوکیدز,688,53.8343023255814,3133
بیوتی لیلا شاپ,79,53.822784810126585,1590
بنفشه مارکت,22,53.81818181818182,711
گردافرید,22,53.81818181818182,310
بیوتی سنتر سحر,54,53.81481481481482,2108
اونیکس تی سی,60,53.8,5226
فروشگاه فرادا,45,53.77777777777778,3855
دنیا استور,24,53.75,341
 اسپرت جهانی,38,53.73684210526316,579
هایپر لند,586,53.73037542662116,65283
پخش شین,21,53.714285714285715,217
فروشگاه نسخه اول,82,53.707317073170735,1598
بوتیک مد,31,53.67741935483871,1133
طناز کالا,46,53.65217391304348,441
واچ سنتر,33,53.63636363636363,906
ایدو موزیک,134,53.62686567164179,1165
چرم وارک,390,53.62564102564102,2434
گالری میدیس آرت,20,53.6,77
بیوتی لایم,30,53.6,51
گالری چرم روژه,45,53.6,166
گالری لیدیا,178,53.59550561797753,952
آلبوم عکس فرشته ها,24,53.583333333333336,48
تجهیزات پزشکی ندامد,42,53.57142857142857,446
آسمان شهر,113,53.557522123893804,340
گروه هنری اردی بهشت,80,53.55,184
میفان,95,53.536842105263155,900
نقش نگاه,116,53.53448275862069,7987
ونوس بانوی زیبا,31,53.483870967741936,1640
هانیبال لند,179,53.47486033519553,1745
موسسه فرهنگی کوثر,388,53.422680412371136,7603
نیکتحریر,160,53.4125,4006
شلر ما,867,53.40253748558247,7181
بیوتی مهد,92,53.369565217391305,7818
استور استایل,25,53.36,111
اسکلاره,464,53.349137931034484,19903
پزشکی بورس طب,21,53.333333333333336,65
کتاب باریزان,83,53.325301204819276,1913
طلوع بیوتی,259,53.28957528957529,2822
گالری ملیکا 94,167,53.2814371257485,557
مانگر,30,53.266666666666666,224
یلداسنتر,128,53.25,10158
نوند,66,53.24242424242424,360
ماراکا,71,53.23943661971831,615
شرکت آنلاین نقره,87,53.2183908045977,4111
چرخ و فلک,51,53.21568627450981,171
تیامو پلاس,61,53.21311475409836,256
لبخندسیتی,41,53.170731707317074,142
تحریر بازار,48,53.166666666666664,1473
نیلی و ایندیگو,87,53.14942528735632,134
گچ سفید,46,53.130434782608695,639
کافه سرگرمی,465,53.11827956989247,8835
نوین مال,47,53.1063829787234,650
فروشگاه سرشور,49,53.10204081632653,133
هنا پردازش,159,53.0440251572327,1529
باز بازی,423,53.040189125295505,14429
اسدشاپ,1819,53.03023639362287,44540
کتابفروشی کودک,57,53.01754385964912,314
بازار باشه,91,52.967032967032964,369
ماب,25,52.96,76
گالری ویترین,25,52.96,99
هستی بیوتی شاپ,25,52.96,544
بهار گالری,292,52.95205479452055,1480
لاکی لایف,205,52.94634146341463,5960
فروشگاه سبدطلایی,30,52.93333333333333,345
انتشارات دیباگران تهران,116,52.89655172413793,239
گالری آرایشی به سیما,74,52.891891891891895,2673
عینک علیخانی,44,52.86363636363637,247
هولی مارکت,157,52.853503184713375,6616
نگین مال,167,52.82634730538922,3817
کفش شهپر ممتاز,506,52.81818181818182,10025
نشر فرازمین,108,52.7962962962963,633
هزار و هشتصد و شصت ,21,52.76190476190476,87
کرال کویین,38,52.73684210526316,84
افراتین,127,52.724409448818896,1146
ویهان اسپورت,23,52.69565217391305,188
دهکده سفال آمادای,255,52.69019607843137,2160
فروشگاه زوین,1036,52.68725868725869,9762
طلا خانوم,301,52.67109634551495,3354
گالری فرمژه,95,52.65263157894737,2663
پرولایزبیوتی,42,52.61904761904762,916
لوازم جانبی لوکاس,59,52.610169491525426,822
بازار نوین,66,52.60606060606061,1344
ساریکو پلاس,20,52.6,35
جانرابر شاپ,107,52.598130841121495,622
گاندولند,31,52.58064516129032,2090
سوین شیمی,67,52.56716417910448,411
تولیدی داتیس,168,52.55952380952381,24808
مهرگان لوکس,132,52.515151515151516,531
آکو استور,79,52.48101265822785,2811
ایلاتی,57,52.45614035087719,1376
مرکز پخش مونترال,22,52.45454545454545,11147
اروند گلد,23,52.43478260869565,74
 اصفهان جی,25,52.4,356
اسکمی,88,52.34090909090909,271
آرایشی بانه,30,52.333333333333336,2446
سر زمین کودک دلوین,195,52.32820512820513,3749
زتوس,384,52.3125,3839
رخ سیما,45,52.31111111111111,388
فروشگاه تویین,401,52.29925187032419,1960
میزیمو,102,52.294117647058826,1072
دولت علم,35,52.285714285714285,64
کاردینال پلاس,73,52.273972602739725,136
آرکا استور,35,52.17142857142857,1208
گروه کولاک,53,52.15094339622642,718
فروشگاه رایکا تویز,27,52.148148148148145,204
فروشگاه تورک اویم,29,52.13793103448276,1450
بازرگانی نصیریان,60,52.13333333333333,1332
 آرمین تویز,252,52.11904761904762,7507
سورلان,39,52.1025641025641,1002
مورتی,63,52.095238095238095,571
سام خرید ,590,52.09152542372881,7395
الانز شاپ,88,52.09090909090909,446
پخش یامور,30,52.06666666666667,572
مانچو,555,52.03963963963964,4876
سیلیکون گیفت,41,52.0,895
اکسسوری جمشیدی,101,51.960396039603964,5111
لوکسامین,188,51.9468085106383,5194
آگرین کتاب,31,51.935483870967744,51
کارتیس,46,51.91304347826087,2155
گالری فاج,35,51.885714285714286,320
دور آل,79,51.848101265822784,3357
ماهلدی,25,51.84,31
بامی نامی,240,51.81666666666667,3236
رستاک گستر ایران,29,51.793103448275865,9131
هاناهانا,47,51.744680851063826,140
گالری زیبایی آیلین,118,51.71186440677966,1072
اکسسوری ماجان,26,51.69230769230769,90
اینتکس کالا,64,51.65625,2160
فروشگاه نگین سیستم,23,51.65217391304348,170
  کنکاش,79,51.64556962025316,142
ایماگ,32,51.625,190
مستر نمک,37,51.62162162162162,239
تولیدی کاژین,47,51.61702127659574,731
شاران هوم,61,51.60655737704918,196
لباس زیر کندو,40,51.6,371
بازرگانی ساراوا,54,51.592592592592595,481
ژیک شاپ,171,51.567251461988306,1613
گالری آسمان نیلی,76,51.55263157894737,911
گالری دلوان,67,51.55223880597015,685
لابراتوار نلا,100,51.52,873
پوشاک زیر مادام,62,51.516129032258064,210
حراج پوشاک ایرانی,293,51.474402730375424,1696
بهراد طب بیدار,279,51.448028673835125,5791
السا بیوتی پلاس,90,51.44444444444444,1355
پخش نیک آیین,1205,51.442323651452284,23962
ماجراجویی,104,51.44230769230769,4161
رایکا بنیط شایسته,363,51.42699724517907,2533
کیف خونه,31,51.41935483870968,45
کفش ایران,291,51.41580756013746,13659
کیمویار تجارت,71,51.40845070422535,1333
آدلیتا,188,51.40425531914894,13829
هایپر پازل,67,51.40298507462686,2394
آريدال,95,51.36842105263158,340
تجهیزات پزشکی خانه سلامت,25,51.36,1133
عطر دستان,25,51.36,90
پولاک سنتر,53,51.35849056603774,69
روشینا موزیک,52,51.34615384615385,369
صنعت ماندگار,27,51.333333333333336,1066
پارس بوک,30,51.333333333333336,1047
کالوادو,21,51.333333333333336,223
آرایشی بهداشتی نیکان,268,51.276119402985074,4866
رنگارنگ بهاران,45,51.24444444444445,1345
گالری زیگزاگ,80,51.225,600
گالری شقایق,1129,51.20814880425155,25998
ساواش,162,51.19753086419753,713
لاروزا,44,51.18181818181818,341
برگ و بو,133,51.17293233082707,174
پخش خرداد,29,51.172413793103445,8495
مهرگاد,125,51.168,1809
روشا چوب,76,51.1578947368421,6167
آی بولک,666,51.147147147147145,6735
دینا و ماه,76,51.078947368421055,216
بازرگانی مشایخ,750,51.048,4705
نیدشاپ,72,51.02777777777778,2061
اورمان دنیز,55,50.981818181818184,4248
 دیونوسوس,71,50.929577464788736,3214
سلین,233,50.927038626609445,913
رواق فیروزه ای,43,50.883720930232556,325
سررسید پدیده نقش,53,50.867924528301884,500
شکوه اسپرت,42,50.857142857142854,180
ماهورا دیزاین,26,50.84615384615385,717
گرندآفس,145,50.786206896551725,825
کودک پارسی,44,50.77272727272727,2097
آرسی تویز,34,50.76470588235294,126
کامنت,177,50.74576271186441,2688
نوید ارتو,136,50.720588235294116,3131
ماروس لند,112,50.714285714285715,4351
ایران زمین شاپ,46,50.69565217391305,1767
تامارین,41,50.68292682926829,1120
آرتین کفش,66,50.666666666666664,378
ارغوان پاییز,227,50.6431718061674,1653
ایران اسپرت شاپ,22,50.63636363636363,145
 کتاب روز,226,50.61946902654867,2121
گرالت,111,50.5945945945946,712
سیلور وینچستر,499,50.59318637274549,2941
مکرون,267,50.57677902621723,916
الینا پخش ,78,50.56410256410256,1333
آناباجی,93,50.55913978494624,3178
مت و پت تویز,30,50.53333333333333,244
شادیها,46,50.52173913043478,142
مرگل شاپ,113,50.51327433628319,6930
کالا پخش ایرانی,52,50.5,1712
لوازم تحریر سوهو,21,50.476190476190474,577
حس برتر,64,50.375,12039
مرکز پخش سپهرداد,27,50.370370370370374,54
جهان مال,473,50.36786469344609,7125
هادسون,29,50.3448275862069,68
 بیبی ماه,25,50.32,68
پاتیلوک,83,50.31325301204819,255
پخش پلاس,45,50.266666666666666,2807
کارن استار,55,50.25454545454546,206
سوغات دزفول,167,50.23952095808383,457
تولیدی یاقوت,254,50.21259842519685,4199
فارامد,88,50.20454545454545,1842
سورنا شرق,79,50.20253164556962,527
پارسیان پیشگام,101,50.198019801980195,207
فرآیندالکترونیک,22,50.18181818181818,439
گالری دلنواز قشم,146,50.178082191780824,3019
نارنگی شاپ,77,50.15584415584416,505
دنیای کتاب سایه ,173,50.15028901734104,377
پخش افزار,54,50.148148148148145,1561
کتاب آوای مهدیس,58,50.13793103448276,141
ارنیک شاپ,20,50.1,151
شووالین,71,50.08450704225352,145
فروشگاه ساحل کیش,36,50.05555555555556,383
تهران پوش,196,50.05102040816327,6474
ظریف بیوتی,42,50.04761904761905,145
تکاب فیلتر,532,50.03007518796993,8180
چپ دست,297,50.02693602693603,2445
بازرگانی آریا لوکس,93,50.02150537634409,1207
شاپ کلین,158,49.9873417721519,4516
انتشارات یاس بهشت,277,49.985559566787,3373
 بهداشت مکمل,106,49.9622641509434,4290
کیلش,40,49.9,717
هسکا مارکت,20,49.9,244
هزار لاله,38,49.89473684210526,257
فرکام,203,49.891625615763544,846
مدرنیتیزه,182,49.879120879120876,1519
طاهالیزر,49,49.87755102040816,79
السا پخش,323,49.82043343653251,2679
گالری نقش جهان,32,49.8125,98
هپی بازار,27,49.77777777777778,59
آرین گروپ,70,49.77142857142857,669
پالوته,34,49.76470588235294,8171
مهرایمند,33,49.75757575757576,70
کالای ورزشی سپنتا,33,49.75757575757576,166
ببرزی,65,49.753846153846155,1407
بوشیکا,23,49.73913043478261,182
بفران,94,49.702127659574465,6211
گالری زردخت,74,49.67567567567568,1758
پخش برقی ایران,82,49.65853658536585,950
مترینو شاپ,237,49.63713080168776,858
 رزگلد مارکت,155,49.61290322580645,1259
تکین مهر جنوب,44,49.59090909090909,18117
آفرودیت شاپینگ,130,49.58461538461538,413
پپا فشن,153,49.58169934640523,439
سنجاق مارکت,70,49.57142857142857,3953
باباشا,144,49.56944444444444,1804
طلوع عصر کالا,69,49.56521739130435,186
نادین هنر,41,49.5609756097561,1118
زاک لند,163,49.558282208588956,2138
ژینا کالا,92,49.54347826086956,3479
گل قاصدک,26,49.53846153846154,40
استودیو موزیک,32,49.5,223
رلو آرت,24,49.5,2129
فردا کالا,59,49.49152542372882,728
کالا تخفیف,70,49.457142857142856,1927
واکف دیزاین,22,49.45454545454545,164
سیوان تویز,43,49.44186046511628,369
دنیای سلامت ماهان,28,49.42857142857143,1812
 فروشگاه سماوات,148,49.41891891891892,6392
فروشگاه آرمان مهر,72,49.416666666666664,305
غزل و مانی,40,49.4,287
لشم,60,49.333333333333336,510
شادی شاپ بیوتی,41,49.31707317073171,556
تهران کتاب,3082,49.30499675535366,22422
بیوتی وومن,109,49.30275229357798,10304
سویل آرت,45,49.28888888888889,139
تحریر پژوه,145,49.282758620689656,586
کفش اورجینال ورزشی,39,49.282051282051285,115
مودامو,33,49.27272727272727,58
کتاب معاصر,27,49.25925925925926,134
پرشین سیلور,244,49.25409836065574,2174
نوکوپو,194,49.24742268041237,4114
انتشارات نور گیتی,81,49.20987654320987,362
کامجو,47,49.191489361702125,925
فروشگاه روبان,49,49.183673469387756,1119
حیات پوشش اکسیژن پاک,149,49.15436241610738,864
نشر محراب قلم ,320,49.125,1282
بازار کاغذ ایران,82,49.1219512195122,197
سپهر الماس پاسارگاد,36,49.111111111111114,201
نور و صدا یاس,36,49.111111111111114,176
امیر کالا وزین,69,49.10144927536232,2100
نی نی تاب آنیل,39,49.07692307692308,97
اکو تک,112,49.035714285714285,1028
کندی شاپ,230,49.03478260869565,1502
بازرگانی وثوقی,73,49.013698630136986,604
عطر و ادکلن لیلیوم,201,48.975124378109456,645
سام شاه,513,48.97076023391813,10517
فروشگاه عینک کالاچیو,268,48.90298507462686,1825
تولیدی ثمین تنپوش,20,48.9,637
آرشا آرت,568,48.87676056338028,7333
بانو نوین,23,48.869565217391305,261
نیودرما,37,48.86486486486486,256
سیسمونی هپی مپی,54,48.851851851851855,251
